full_name,monetary,avgmonetary,frequency,last_order_date,max_order_date,recency,rfm_recency,rfm_frequency,rfm_monetary,rfm_cell,rfm_cell_string,rfm_segment
Ina Nuraini,345968172,1218198.0,284,2022-07-17 04:35:13.877608+00:00,2022-07-31 23:59:19.821469+00:00,14,5,5,5,15,555,champions
Ina Nurdiyanti,2073583,345597.0,6,2022-01-10 23:12:50.119464+00:00,2022-07-31 23:59:19.821469+00:00,202,2,2,2,6,222,hibernating
Ina Oktaviani,271439,271439.0,1,2018-11-04 23:37:39.037013+00:00,2022-07-31 23:59:19.821469+00:00,1365,1,1,1,3,111,hibernating
Ina Padmasari,4270557,854111.0,5,2022-06-02 01:24:47.006959+00:00,2022-07-31 23:59:19.821469+00:00,59,3,2,2,7,223,at risk
Ina Palastri,63910976,1420244.0,45,2022-06-03 01:59:57.918726+00:00,2022-07-31 23:59:19.821469+00:00,58,3,4,4,11,443,potential loyalist
Ina Permata,102025100,1417015.0,72,2022-06-29 00:46:10.539543+00:00,2022-07-31 23:59:19.821469+00:00,32,4,5,5,14,554,champions
Ina Pertiwi,24826912,1306680.0,19,2021-12-14 19:20:56.402505+00:00,2022-07-31 23:59:19.821469+00:00,229,2,3,3,8,332,about to sleep
Ina Prastuti,47245247,1243296.0,38,2022-07-12 22:23:36.908124+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,4,13,445,loyal
Ina Pratiwi,44856009,1121400.0,40,2022-07-18 03:27:02.490826+00:00,2022-07-31 23:59:19.821469+00:00,13,5,4,4,13,445,loyal
Ina Pudjiastuti,230259,230259.0,1,2022-04-02 15:49:26.836106+00:00,2022-07-31 23:59:19.821469+00:00,120,2,1,1,4,112,hibernating
Ina Purnawati,3478515,267578.0,13,2022-07-31 14:16:48.574715+00:00,2022-07-31 23:59:19.821469+00:00,0,5,3,2,10,235,at risk
Ina Purwanti,76205691,1270095.0,60,2022-06-02 20:33:13.329277+00:00,2022-07-31 23:59:19.821469+00:00,59,3,4,5,12,543,potential loyalist
Ina Puspasari,71592486,708836.0,101,2022-06-17 06:22:58.738159+00:00,2022-07-31 23:59:19.821469+00:00,44,4,5,4,13,454,loyal
Ina Puspita,118840599,1264262.0,94,2022-07-03 04:20:26.390527+00:00,2022-07-31 23:59:19.821469+00:00,28,4,5,5,14,554,champions
Ina Rahayu,628409948,1464825.0,429,2022-07-23 15:25:54.131858+00:00,2022-07-31 23:59:19.821469+00:00,8,5,5,5,15,555,champions
Ina Rahimah,1526454,254409.0,6,2021-12-30 16:59:22.372283+00:00,2022-07-31 23:59:19.821469+00:00,213,2,2,2,6,222,hibernating
Ina Rahmawati,107344970,1490902.0,72,2022-07-27 10:50:38.028281+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,5,15,555,champions
Ina Riyanti,70593823,1008483.0,70,2022-07-16 08:50:36.360009+00:00,2022-07-31 23:59:19.821469+00:00,15,5,5,4,14,455,loyal
Ina Safitri,172946901,1035610.0,167,2022-06-20 15:35:26.049009+00:00,2022-07-31 23:59:19.821469+00:00,41,4,5,5,14,554,champions
Ina Suartini,5302139,757448.0,7,2022-01-31 21:59:04.280502+00:00,2022-07-31 23:59:19.821469+00:00,181,2,2,2,6,222,hibernating
Ina Sudiati,73870262,769482.0,96,2022-07-31 23:07:57.928234+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,4,14,455,loyal
Ina Susanti,4962748,354482.0,14,2022-03-28 02:34:37.742874+00:00,2022-07-31 23:59:19.821469+00:00,125,2,3,2,7,232,hibernating
Ina Usada,17218382,748625.0,23,2022-07-10 19:51:29.089897+00:00,2022-07-31 23:59:19.821469+00:00,21,4,3,3,10,334,need attention
Ina Usamah,535828,267914.0,2,2022-01-31 05:04:05.386126+00:00,2022-07-31 23:59:19.821469+00:00,181,2,1,1,4,112,hibernating
Ina Utami,21179947,1629227.0,13,2022-01-07 04:33:20.083282+00:00,2022-07-31 23:59:19.821469+00:00,205,2,3,3,8,332,about to sleep
Ina Uyainah,3567013,297251.0,12,2022-02-26 13:27:36.018794+00:00,2022-07-31 23:59:19.821469+00:00,155,2,2,2,6,222,hibernating
Ina Wahyuni,70286287,717207.0,98,2022-06-26 10:06:21.086741+00:00,2022-07-31 23:59:19.821469+00:00,35,4,5,4,13,454,loyal
Ina Wastuti,22464853,561621.0,40,2022-07-06 15:16:02.526647+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,3,11,344,loyal
Ina Widiastuti,46398305,724974.0,64,2022-07-22 10:25:51.494249+00:00,2022-07-31 23:59:19.821469+00:00,9,5,4,4,13,445,loyal
Ina Wijayanti,21639503,983614.0,22,2022-02-28 05:21:14.839427+00:00,2022-07-31 23:59:19.821469+00:00,153,2,3,3,8,332,about to sleep
Ina Winarsih,5140260,1028052.0,5,2021-12-12 12:31:59.369551+00:00,2022-07-31 23:59:19.821469+00:00,231,2,2,2,6,222,hibernating
Ina Wulandari,435456776,985196.0,442,2022-07-30 19:30:45.882600+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Ina Yolanda,136617029,898796.0,152,2022-07-15 06:27:50.650245+00:00,2022-07-31 23:59:19.821469+00:00,16,5,5,5,15,555,champions
Ina Yulianti,396881321,1587525.0,250,2022-07-19 16:42:31.264983+00:00,2022-07-31 23:59:19.821469+00:00,12,5,5,5,15,555,champions
Ina Yuliarti,29043057,764291.0,38,2022-07-07 17:54:01.851680+00:00,2022-07-31 23:59:19.821469+00:00,24,4,4,4,12,444,loyal
Ina Yuniar,6426416,494340.0,13,2022-07-12 21:21:42.045358+00:00,2022-07-31 23:59:19.821469+00:00,19,5,3,2,10,235,at risk
Ina Zulaika,9337510,848865.0,11,2022-06-28 18:06:56.129897+00:00,2022-07-31 23:59:19.821469+00:00,33,4,2,3,9,324,at risk
Indah Agustina,170199612,1350791.0,126,2022-06-15 09:07:01.620768+00:00,2022-07-31 23:59:19.821469+00:00,46,3,5,5,13,553,potential loyalist
Indah Andriani,9754002,1083778.0,9,2022-02-23 02:10:16.227432+00:00,2022-07-31 23:59:19.821469+00:00,158,2,2,3,7,322,about to sleep
Indah Anggraini,1308724,436241.0,3,2021-12-31 15:29:56.032123+00:00,2022-07-31 23:59:19.821469+00:00,212,2,1,1,4,112,hibernating
Indah Aryani,25123142,534535.0,47,2022-06-26 22:47:13.619606+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,3,11,344,loyal
Indah Astuti,131160783,2676751.0,49,2022-06-24 00:20:18.982869+00:00,2022-07-31 23:59:19.821469+00:00,37,4,4,5,13,544,champions
Indah Farida,1265323,632662.0,2,2022-03-16 23:31:37.072207+00:00,2022-07-31 23:59:19.821469+00:00,137,2,1,1,4,112,hibernating
Indah Fujiati,1250138,250028.0,5,2022-05-22 22:44:02.360476+00:00,2022-07-31 23:59:19.821469+00:00,70,3,2,1,6,123,hibernating
Indah Halimah,73454495,2040403.0,36,2022-06-06 17:04:42.792658+00:00,2022-07-31 23:59:19.821469+00:00,55,3,4,4,11,443,potential loyalist
Indah Handayani,234292756,1165636.0,201,2022-07-23 09:54:15.181022+00:00,2022-07-31 23:59:19.821469+00:00,8,5,5,5,15,555,champions
Indah Hartati,28026211,1218531.0,23,2022-07-25 05:18:18.993160+00:00,2022-07-31 23:59:19.821469+00:00,6,5,3,4,12,435,potential loyalist
Indah Haryanti,14834003,593360.0,25,2022-06-10 02:53:28.226326+00:00,2022-07-31 23:59:19.821469+00:00,51,3,3,3,9,333,need attention
Indah Hasanah,373992,186996.0,2,2022-03-20 08:06:54.411653+00:00,2022-07-31 23:59:19.821469+00:00,133,2,1,1,4,112,hibernating
Indah Hastuti,4015078,308852.0,13,2022-02-20 20:12:00.828589+00:00,2022-07-31 23:59:19.821469+00:00,161,2,3,2,7,232,hibernating
Indah Kusmawati,37068490,1235616.0,30,2022-05-16 18:00:29.145713+00:00,2022-07-31 23:59:19.821469+00:00,76,3,4,4,11,443,potential loyalist
Indah Kuswandari,67476029,710274.0,95,2022-07-12 02:56:28.723288+00:00,2022-07-31 23:59:19.821469+00:00,19,5,5,4,14,455,loyal
Indah Lailasari,12791719,752454.0,17,2022-05-19 00:17:47.703726+00:00,2022-07-31 23:59:19.821469+00:00,73,3,3,3,9,333,need attention
Indah Laksita,14400516,626109.0,23,2022-05-08 15:47:36.976435+00:00,2022-07-31 23:59:19.821469+00:00,84,3,3,3,9,333,need attention
Indah Laksmiwati,147557051,1109452.0,133,2022-06-30 12:33:51.707007+00:00,2022-07-31 23:59:19.821469+00:00,31,4,5,5,14,554,champions
Indah Mandasari,2972999,297300.0,10,2021-11-08 15:57:56.541231+00:00,2022-07-31 23:59:19.821469+00:00,265,2,2,2,6,222,hibernating
Indah Mardhiyah,347277587,936058.0,371,2022-07-31 01:33:16.192265+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Indah Maryati,51190238,882590.0,58,2022-06-20 19:50:05.603731+00:00,2022-07-31 23:59:19.821469+00:00,41,4,4,4,12,444,loyal
Indah Mayasari,3765626,376563.0,10,2022-06-16 18:26:14.476501+00:00,2022-07-31 23:59:19.821469+00:00,45,3,2,2,7,223,at risk
Indah Melani,227136624,1465398.0,155,2022-07-04 07:24:15.069346+00:00,2022-07-31 23:59:19.821469+00:00,27,4,5,5,14,554,champions
Indah Mulyani,1017782,339261.0,3,2022-01-29 00:28:14.985285+00:00,2022-07-31 23:59:19.821469+00:00,183,2,1,1,4,112,hibernating
Indah Nasyiah,93512470,1016440.0,92,2022-07-13 03:59:11.782049+00:00,2022-07-31 23:59:19.821469+00:00,18,5,5,5,15,555,champions
Indah Nasyidah,1921766,320294.0,6,2022-06-07 20:30:13.520183+00:00,2022-07-31 23:59:19.821469+00:00,54,3,2,2,7,223,at risk
Indah Novitasari,3206555,534426.0,6,2021-08-08 04:56:16.390322+00:00,2022-07-31 23:59:19.821469+00:00,357,1,2,2,5,221,hibernating
Indah Nuraini,67624641,980067.0,69,2022-07-17 21:56:06.894554+00:00,2022-07-31 23:59:19.821469+00:00,14,5,5,4,14,455,loyal
Indah Nurdiyanti,123016893,854284.0,144,2022-07-03 22:09:40.771653+00:00,2022-07-31 23:59:19.821469+00:00,28,4,5,5,14,554,champions
Indah Oktaviani,5916330,845190.0,7,2022-05-27 03:29:42.879133+00:00,2022-07-31 23:59:19.821469+00:00,65,3,2,2,7,223,at risk
Indah Padmasari,38196309,682077.0,56,2022-06-27 23:10:39.294325+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,4,12,444,loyal
Indah Palastri,5563313,347707.0,16,2022-05-29 04:19:12.789943+00:00,2022-07-31 23:59:19.821469+00:00,63,3,3,2,8,233,at risk
Indah Permata,73341250,843003.0,87,2022-06-27 13:00:42.647559+00:00,2022-07-31 23:59:19.821469+00:00,34,4,5,4,13,454,loyal
Indah Pertiwi,109121045,2058888.0,53,2022-06-29 10:23:47.288868+00:00,2022-07-31 23:59:19.821469+00:00,32,4,4,5,13,544,champions
Indah Prastuti,15956633,354592.0,45,2022-07-04 23:32:16.522305+00:00,2022-07-31 23:59:19.821469+00:00,27,4,4,3,11,344,loyal
Indah Pratiwi,603996,301998.0,2,2021-12-04 23:14:41.820552+00:00,2022-07-31 23:59:19.821469+00:00,239,2,1,1,4,112,hibernating
Indah Purnawati,150630813,2353606.0,64,2022-06-17 01:32:17.256890+00:00,2022-07-31 23:59:19.821469+00:00,44,4,4,5,13,544,champions
Indah Purwanti,41016130,788772.0,52,2022-05-11 00:09:48.095614+00:00,2022-07-31 23:59:19.821469+00:00,81,3,4,4,11,443,potential loyalist
Indah Rahayu,48227490,2411374.0,20,2022-07-14 02:07:08.033076+00:00,2022-07-31 23:59:19.821469+00:00,17,5,3,4,12,435,potential loyalist
Indah Rahimah,298833,298833.0,1,2017-01-02 19:02:54.386203+00:00,2022-07-31 23:59:19.821469+00:00,2036,1,1,1,3,111,hibernating
Indah Rahmawati,78938830,830935.0,95,2022-07-01 10:27:36.596681+00:00,2022-07-31 23:59:19.821469+00:00,30,4,5,5,14,554,champions
Indah Riyanti,81670242,1088937.0,75,2022-05-12 05:34:28.182384+00:00,2022-07-31 23:59:19.821469+00:00,80,3,5,5,13,553,potential loyalist
Indah Safitri,305418,305418.0,1,2021-04-11 01:17:30.889217+00:00,2022-07-31 23:59:19.821469+00:00,476,1,1,1,3,111,hibernating
Indah Suartini,31830326,707341.0,45,2022-07-08 04:57:18.885738+00:00,2022-07-31 23:59:19.821469+00:00,23,4,4,4,12,444,loyal
Indah Sudiati,11901329,410391.0,29,2022-03-20 09:43:13.050306+00:00,2022-07-31 23:59:19.821469+00:00,133,2,4,3,9,342,need attention
Indah Suryatmi,435696,435696.0,1,2021-07-29 14:33:58.368700+00:00,2022-07-31 23:59:19.821469+00:00,367,1,1,1,3,111,hibernating
Indah Susanti,161943402,1316613.0,123,2022-07-30 10:15:38.868116+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Indah Usada,5784475,578448.0,10,2021-11-16 00:16:06.886540+00:00,2022-07-31 23:59:19.821469+00:00,257,2,2,2,6,222,hibernating
Indah Usamah,66284452,3488655.0,19,2022-05-18 05:25:31.309036+00:00,2022-07-31 23:59:19.821469+00:00,74,3,3,4,10,433,potential loyalist
Indah Utami,336159223,1500711.0,224,2022-07-17 01:07:21.913637+00:00,2022-07-31 23:59:19.821469+00:00,14,5,5,5,15,555,champions
Indah Uyainah,19639388,490985.0,40,2022-05-11 11:30:42.696973+00:00,2022-07-31 23:59:19.821469+00:00,81,3,4,3,10,343,need attention
Indah Wahyuni,34402349,839082.0,41,2022-06-19 23:29:40.096441+00:00,2022-07-31 23:59:19.821469+00:00,42,4,4,4,12,444,loyal
Indah Wastuti,450250,450250.0,1,2018-07-02 02:30:28.241310+00:00,2022-07-31 23:59:19.821469+00:00,1490,1,1,1,3,111,hibernating
Indah Wijayanti,219505072,2814168.0,78,2022-06-13 07:31:14.438845+00:00,2022-07-31 23:59:19.821469+00:00,48,3,5,5,13,553,potential loyalist
Indah Winarsih,39747593,1242112.0,32,2022-02-09 04:53:33.601760+00:00,2022-07-31 23:59:19.821469+00:00,172,2,4,4,10,442,potential loyalist
Indah Yolanda,25230074,720859.0,35,2022-06-04 19:08:56.675773+00:00,2022-07-31 23:59:19.821469+00:00,57,3,4,3,10,343,need attention
Indah Yuliarti,47991906,578216.0,83,2022-06-10 20:11:12.364212+00:00,2022-07-31 23:59:19.821469+00:00,51,3,5,4,12,453,loyal
Indah Yuniar,41378291,752333.0,55,2022-07-31 23:23:50.864325+00:00,2022-07-31 23:59:19.821469+00:00,0,5,4,4,13,445,loyal
Indah Zulaika,48526935,664753.0,73,2022-07-28 06:34:47.843152+00:00,2022-07-31 23:59:19.821469+00:00,3,5,5,4,14,455,loyal
Indra Adriansyah,1368838,456279.0,3,2022-02-11 23:49:41.409083+00:00,2022-07-31 23:59:19.821469+00:00,170,2,1,1,4,112,hibernating
Indra Ardianto,81902961,1638059.0,50,2022-07-08 15:49:58.876961+00:00,2022-07-31 23:59:19.821469+00:00,23,4,4,5,13,544,champions
Indra Budiman,278509,139254.0,2,2020-09-07 20:15:04.955152+00:00,2022-07-31 23:59:19.821469+00:00,692,1,1,1,3,111,hibernating
Indra Dabukke,2897107,482851.0,6,2022-01-30 02:05:35.000922+00:00,2022-07-31 23:59:19.821469+00:00,182,2,2,2,6,222,hibernating
Indra Damanik,263381,131690.0,2,2022-01-10 14:27:06.032674+00:00,2022-07-31 23:59:19.821469+00:00,202,2,1,1,4,112,hibernating
Indra Hakim,946082,315361.0,3,2021-02-03 02:52:20.081845+00:00,2022-07-31 23:59:19.821469+00:00,543,1,1,1,3,111,hibernating
Indra Halim,172124,172124.0,1,2021-06-21 00:21:27.613386+00:00,2022-07-31 23:59:19.821469+00:00,405,1,1,1,3,111,hibernating
Indra Hidayanto,2337129,389522.0,6,2022-03-20 17:29:12.134902+00:00,2022-07-31 23:59:19.821469+00:00,133,2,2,2,6,222,hibernating
Indra Hidayat,20848949,1097313.0,19,2022-07-23 00:39:22.473843+00:00,2022-07-31 23:59:19.821469+00:00,8,5,3,3,11,335,need attention
Indra Hutapea,28017714,2334810.0,12,2022-03-26 16:14:45.723092+00:00,2022-07-31 23:59:19.821469+00:00,127,2,2,4,8,422,potential loyalist
Indra Hutasoit,239385,239385.0,1,2022-01-29 23:49:54.304077+00:00,2022-07-31 23:59:19.821469+00:00,183,2,1,1,4,112,hibernating
Indra Kusumo,20537311,708183.0,29,2022-05-25 17:32:51.282441+00:00,2022-07-31 23:59:19.821469+00:00,67,3,4,3,10,343,need attention
Indra Mahendra,122601589,1592228.0,77,2022-06-14 07:13:13.923173+00:00,2022-07-31 23:59:19.821469+00:00,47,3,5,5,13,553,potential loyalist
Indra Maheswara,112010,112010.0,1,2018-05-27 16:13:55.735370+00:00,2022-07-31 23:59:19.821469+00:00,1526,1,1,1,3,111,hibernating
Indra Mangunsong,29253448,1008740.0,29,2022-05-20 01:43:17.326253+00:00,2022-07-31 23:59:19.821469+00:00,72,3,4,4,11,443,potential loyalist
Indra Nainggolan,148615,148615.0,1,2020-08-16 09:54:43.271253+00:00,2022-07-31 23:59:19.821469+00:00,714,1,1,1,3,111,hibernating
Indra Narpati,1236372,309093.0,4,2022-03-26 19:00:15.921207+00:00,2022-07-31 23:59:19.821469+00:00,127,2,2,1,5,122,hibernating
Indra Pradana,42083723,1001993.0,42,2022-05-28 23:48:01.553431+00:00,2022-07-31 23:59:19.821469+00:00,64,3,4,4,11,443,potential loyalist
Indra Pradipta,593579,296790.0,2,2021-07-26 06:49:15.471457+00:00,2022-07-31 23:59:19.821469+00:00,370,1,1,1,3,111,hibernating
Indra Prasetya,4771802,433800.0,11,2022-03-24 18:08:47.821709+00:00,2022-07-31 23:59:19.821469+00:00,129,2,2,2,6,222,hibernating
Indra Pratama,25109074,612416.0,41,2022-06-26 01:29:04.018251+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,3,11,344,loyal
Indra Prayoga,315800,157900.0,2,2022-05-19 01:32:28.501007+00:00,2022-07-31 23:59:19.821469+00:00,73,3,1,1,5,113,hibernating
Indra Putra,38014086,2236123.0,17,2022-04-18 22:15:32.793416+00:00,2022-07-31 23:59:19.821469+00:00,104,2,3,4,9,432,potential loyalist
Indra Rajasa,69152202,1686639.0,41,2022-07-21 23:16:37.338292+00:00,2022-07-31 23:59:19.821469+00:00,10,5,4,4,13,445,loyal
Indra Rajata,344814,344814.0,1,2021-03-07 14:09:13.962219+00:00,2022-07-31 23:59:19.821469+00:00,511,1,1,1,3,111,hibernating
Indra Saptono,2354980,392497.0,6,2021-05-26 06:12:53.717190+00:00,2022-07-31 23:59:19.821469+00:00,431,1,2,2,5,221,hibernating
Indra Setiawan,24121898,1269574.0,19,2022-05-23 07:17:28.025144+00:00,2022-07-31 23:59:19.821469+00:00,69,3,3,3,9,333,need attention
Indra Sihombing,8989960,1284280.0,7,2021-12-13 06:50:15.605681+00:00,2022-07-31 23:59:19.821469+00:00,230,2,2,3,7,322,about to sleep
Indra Simanjuntak,242262761,1345904.0,180,2022-07-05 03:36:30.212693+00:00,2022-07-31 23:59:19.821469+00:00,26,4,5,5,14,554,champions
Indra Sinaga,1989831,397966.0,5,2022-05-19 06:40:26.006235+00:00,2022-07-31 23:59:19.821469+00:00,73,3,2,2,7,223,at risk
Indra Situmorang,4284379,306027.0,14,2022-06-18 09:54:35.674200+00:00,2022-07-31 23:59:19.821469+00:00,43,4,3,2,9,234,at risk
Indra Tarihoran,5931891,847413.0,7,2022-05-16 22:36:42.348508+00:00,2022-07-31 23:59:19.821469+00:00,76,3,2,2,7,223,at risk
Indra Thamrin,3689685,527098.0,7,2022-07-02 20:38:31.757951+00:00,2022-07-31 23:59:19.821469+00:00,29,4,2,2,8,224,at risk
Indra Utama,15328124,806743.0,19,2022-07-24 01:21:11.144761+00:00,2022-07-31 23:59:19.821469+00:00,7,5,3,3,11,335,need attention
Indra Waskita,2027801,289686.0,7,2022-03-20 21:41:12.717762+00:00,2022-07-31 23:59:19.821469+00:00,133,2,2,2,6,222,hibernating
Indra Wibisono,11656620,728539.0,16,2022-06-05 05:29:29.965256+00:00,2022-07-31 23:59:19.821469+00:00,56,3,3,3,9,333,need attention
Indra Winarno,623317,207772.0,3,2021-06-30 02:39:18.300713+00:00,2022-07-31 23:59:19.821469+00:00,396,1,1,1,3,111,hibernating
Intan Agustina,10570220,503344.0,21,2022-06-16 19:17:21.533160+00:00,2022-07-31 23:59:19.821469+00:00,45,3,3,3,9,333,need attention
Intan Anggraini,3743220,374322.0,10,2022-05-13 07:33:20.705747+00:00,2022-07-31 23:59:19.821469+00:00,79,3,2,2,7,223,at risk
Intan Aryani,4464548,496061.0,9,2022-05-18 05:16:26.953015+00:00,2022-07-31 23:59:19.821469+00:00,74,3,2,2,7,223,at risk
Intan Astuti,4493245,499249.0,9,2022-06-11 12:41:22.250000+00:00,2022-07-31 23:59:19.821469+00:00,50,3,2,2,7,223,at risk
Intan Farida,839320921,1325941.0,633,2022-07-27 03:51:17.773740+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,5,15,555,champions
Intan Fujiati,21666355,503869.0,43,2022-07-07 15:20:53.662945+00:00,2022-07-31 23:59:19.821469+00:00,24,4,4,3,11,344,loyal
Intan Halimah,318392596,3003704.0,106,2022-07-27 03:53:44.147144+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,5,15,555,champions
Intan Handayani,184111584,1180202.0,156,2022-07-06 00:10:40.932206+00:00,2022-07-31 23:59:19.821469+00:00,25,4,5,5,14,554,champions
Intan Hariyah,7451901,573223.0,13,2022-06-03 19:59:32.469343+00:00,2022-07-31 23:59:19.821469+00:00,58,3,3,3,9,333,need attention
Intan Hassanah,197825565,1143500.0,173,2022-07-23 23:34:41.079057+00:00,2022-07-31 23:59:19.821469+00:00,8,5,5,5,15,555,champions
Intan Hastuti,37769402,629490.0,60,2022-07-13 23:27:44.712359+00:00,2022-07-31 23:59:19.821469+00:00,18,5,4,4,13,445,loyal
Intan Kusmawati,476743926,1324289.0,360,2022-06-29 01:51:42.334960+00:00,2022-07-31 23:59:19.821469+00:00,32,4,5,5,14,554,champions
Intan Kuswandari,91458011,653272.0,140,2022-07-22 04:37:03.679464+00:00,2022-07-31 23:59:19.821469+00:00,9,5,5,5,15,555,champions
Intan Lailasari,118921873,929077.0,128,2022-07-31 22:16:08.180362+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Intan Laksita,271073675,3080383.0,88,2022-07-31 23:24:41.666279+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Intan Laksmiwati,17381935,668536.0,26,2022-05-09 19:34:19.618225+00:00,2022-07-31 23:59:19.821469+00:00,83,3,3,3,9,333,need attention
Intan Lestari,297042864,804994.0,369,2022-07-24 16:47:01.353235+00:00,2022-07-31 23:59:19.821469+00:00,7,5,5,5,15,555,champions
Intan Mandasari,5882344,588234.0,10,2022-02-16 02:43:29.772406+00:00,2022-07-31 23:59:19.821469+00:00,165,2,2,2,6,222,hibernating
Intan Mardhiyah,6110898,407393.0,15,2022-07-10 03:15:53.907422+00:00,2022-07-31 23:59:19.821469+00:00,21,4,3,2,9,234,at risk
Intan Maryati,1089479,363160.0,3,2022-01-26 13:38:53.244480+00:00,2022-07-31 23:59:19.821469+00:00,186,2,1,1,4,112,hibernating
Intan Mayasari,375380142,1263906.0,297,2022-07-26 05:04:58.413673+00:00,2022-07-31 23:59:19.821469+00:00,5,5,5,5,15,555,champions
Intan Melani,4788645,435331.0,11,2021-11-24 05:19:00.875550+00:00,2022-07-31 23:59:19.821469+00:00,249,2,2,2,6,222,hibernating
Intan Mulyani,230467,230467.0,1,2021-10-02 08:01:46.548938+00:00,2022-07-31 23:59:19.821469+00:00,302,1,1,1,3,111,hibernating
Intan Namaga,33307526,432565.0,77,2022-07-27 09:38:43.220617+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,4,14,455,loyal
Intan Nasyiah,10125807,778908.0,13,2022-05-29 23:48:22.743831+00:00,2022-07-31 23:59:19.821469+00:00,63,3,3,3,9,333,need attention
Intan Nasyidah,1386672,346668.0,4,2021-02-21 01:34:18.661892+00:00,2022-07-31 23:59:19.821469+00:00,525,1,2,1,4,121,hibernating
Intan Novitasari,43054678,1435156.0,30,2022-05-22 15:55:04.772320+00:00,2022-07-31 23:59:19.821469+00:00,70,3,4,4,11,443,potential loyalist
Intan Nuraini,57009075,655277.0,87,2022-07-20 19:08:23.976915+00:00,2022-07-31 23:59:19.821469+00:00,11,5,5,4,14,455,loyal
Intan Nurdiyanti,9050967,646498.0,14,2022-07-02 11:16:43.484524+00:00,2022-07-31 23:59:19.821469+00:00,29,4,3,3,10,334,need attention
Intan Oktaviani,9319725,621315.0,15,2022-02-05 01:08:18.384970+00:00,2022-07-31 23:59:19.821469+00:00,176,2,3,3,8,332,about to sleep
Intan Padmasari,2884955,480826.0,6,2021-09-24 21:15:23.347607+00:00,2022-07-31 23:59:19.821469+00:00,310,1,2,2,5,221,hibernating
Intan Palastri,7577800,1082543.0,7,2021-09-30 05:38:53.420408+00:00,2022-07-31 23:59:19.821469+00:00,304,1,2,3,6,321,about to sleep
Intan Pertiwi,15664032,447544.0,35,2022-07-24 09:06:16.790235+00:00,2022-07-31 23:59:19.821469+00:00,7,5,4,3,12,345,loyal
Intan Prastuti,38869501,626927.0,62,2022-06-27 20:15:47.599930+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,4,12,444,loyal
Intan Pratiwi,12707511,794219.0,16,2022-03-21 21:44:17.121426+00:00,2022-07-31 23:59:19.821469+00:00,132,2,3,3,8,332,about to sleep
Intan Pudjiastuti,246146935,5351020.0,46,2022-05-24 00:52:11.749412+00:00,2022-07-31 23:59:19.821469+00:00,68,3,4,5,12,543,potential loyalist
Intan Purnawati,248271155,1688919.0,147,2022-06-28 08:30:01.263071+00:00,2022-07-31 23:59:19.821469+00:00,33,4,5,5,14,554,champions
Intan Puspasari,707045,353522.0,2,2020-07-28 14:21:28.168862+00:00,2022-07-31 23:59:19.821469+00:00,733,1,1,1,3,111,hibernating
Intan Puspita,4580080,352314.0,13,2022-07-06 07:01:03.601574+00:00,2022-07-31 23:59:19.821469+00:00,25,4,3,2,9,234,at risk
Intan Rahayu,49968310,1350495.0,37,2022-07-10 11:35:07.736102+00:00,2022-07-31 23:59:19.821469+00:00,21,4,4,4,12,444,loyal
Intan Rahimah,4608637,576080.0,8,2022-07-30 00:10:35.172441+00:00,2022-07-31 23:59:19.821469+00:00,1,5,2,2,9,225,at risk
Intan Rahmawati,28642964,734435.0,39,2022-07-14 07:25:59.621966+00:00,2022-07-31 23:59:19.821469+00:00,17,5,4,4,13,445,loyal
Intan Riyanti,48699132,773002.0,63,2022-07-06 10:32:09.919806+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,4,12,444,loyal
Intan Safitri,78871266,906566.0,87,2022-07-30 22:21:49.211701+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Intan Suartini,115141765,1279353.0,90,2022-06-16 02:21:53.173126+00:00,2022-07-31 23:59:19.821469+00:00,45,3,5,5,13,553,potential loyalist
Intan Sudiati,713058654,1298832.0,549,2022-07-29 05:54:04.376597+00:00,2022-07-31 23:59:19.821469+00:00,2,5,5,5,15,555,champions
Intan Suryatmi,6177620,882517.0,7,2021-09-26 00:37:32.629536+00:00,2022-07-31 23:59:19.821469+00:00,308,1,2,2,5,221,hibernating
Intan Usada,5438437,543844.0,10,2022-06-30 23:30:25.554864+00:00,2022-07-31 23:59:19.821469+00:00,31,4,2,2,8,224,at risk
